Eval,m,p,t,Cl,Cd,Score
1,0.032636780047308495,0.17879770992413044,0.24496839620389008,0.7145754895674885,0.0,4.604264072312737
2,0.07474504700860432,0.5620638605730849,0.15765106846096974,1.4282512121043458,0.0,86.16503127731873
3,0.08702592993160418,0.22356484450655453,0.12617051689718972,1.2715355981916943,0.0,59.526717927701554
4,0.016824916848029274,0.10071788423094657,0.1564065212764402,0.47206078401831436,0.0,0.07805997896712782
5,0.05214914308516419,0.5193795815264279,0.19529427700648133,1.086079013736971,0.0,34.34886103429005
6,0.02891737650507986,0.39336664733537235,0.13424246840548373,0.6530411032646811,0.0,2.342157928847079
7,0.02377697491246683,0.35391645014357465,0.051600093392732777,0.5397185668556786,0.0,0.15775645530690147
8,0.07030628328964715,0.5975363935384932,0.20886740352307748,1.4646306258599397,0.0,93.05122443469389
9,0.058584625611101886,0.28468353035287813,0.18060220913157218,1.0226969908193297,0.0,27.321214421158242
10,0.06148456466595604,0.19184108486683882,0.07618475310366933,0.9261660730916859,0.0,18.161752185438814
11,0.0074439443502019795,0.4450895911026435,0.09435024827935587,0.3682543493796933,0.0,1.735691645736792
12,0.038130140331852226,0.33685860396062456,0.22038406082751688,0.8099837454333498,0.0,9.608992243288784
13,0.08054390156200458,0.46792852573732935,0.2280446138297959,1.4934032955408574,0.0,98.68501075914361
14,0.004541020021270527,0.6845791847008867,0.0791800474587903,0.34731176263340213,0.0,2.331369783011853
15,0.04401305535639462,0.6510127068585985,0.10467182679940434,1.0044192261209988,0.0,25.44387556805073
16,0.016824916848029274,0.10071788423094657,0.19654280370045205,0.48766223825403465,0.0,0.01522203649002059
17,0.0030777044597875766,0.2894239824134712,0.16963880291149622,0.3231396953005096,0.0,3.1279567378396576
18,0.02455026791723141,0.6924071192439918,0.20014107193198827,0.7634074602956018,0.0,6.938349013937904
19,0.008033936501137484,0.17879770992413044,0.21955235909203705,0.3936878694215446,0.0,1.130226910813055
20,0.002196885740447567,0.18944224949055036,0.15637718131298786,0.30790978736701174,0.0,3.6898649789386635
21,0.037120395950201224,0.5389369112005427,0.13424246840548373,0.8285144048252482,0.0,10.792171417768705
22,0.02864412961325602,0.35391645014357465,0.22207788402259027,0.6873109887280003,0.0,3.508540649826107
23,0.009099565778827139,0.5975363935384932,0.20886740352307748,0.4465152144760443,0.0,0.286062228254354
24,0.026249875987869462,0.28468353035287813,0.11641894228188804,0.5846028032714516,0.0,0.7157634321387949
25,0.0037047509387651556,0.25745815866987076,0.16690637716286874,0.329498001008581,0.0,2.907093166006984
26,0.0074439443502019795,0.3548797032352721,0.13471027986018805,0.37216971452619585,0.0,1.6340581884314265
27,0.02638565085460085,0.29788843251823766,0.22038406082751688,0.6428908508114616,0.0,2.041779524562337
28,0.02529834379392044,0.46792852573732935,0.10614530757443025,0.6137499378206468,0.0,1.2939048354201013
29,0.004541020021270527,0.1032693532152964,0.22518750298486517,0.3499127953255725,0.0,2.252616900698349
30,0.029258890014149656,0.2506084616122598,0.10467182679940434,0.6068094018991427,0.0,1.1408248334052582
31,0.03382431480619773,0.30223642914635696,0.20786845897796727,0.734321730025951,0.0,5.490667316235468
32,0.02609356445998424,0.28163248781815164,0.16963880291149622,0.6093032417179346,0.0,1.1947198650049238
33,0.032887066558260326,0.6924071192439918,0.20014107193198827,0.9220018613333001,0.0,17.808557096876985
34,0.008033936501137484,0.5628514774563376,0.21955235909203705,0.4260403511840357,0.0,0.5470029652980767
35,0.002196885740447567,0.18944224949055036,0.1443512569994445,0.30539818916506706,0.0,3.7869864780235027
36,0.01845308004460609,0.33935014987087825,0.13332874380006227,0.5077616064631383,0.0,0.0060242534888629955
37,0.05624425633529485,0.4620768543776221,0.10064524143836662,1.017585903541124,0.0,26.789516754448183
38,0.009099565778827139,0.672227002202762,0.16543052754263246,0.4497414366841327,0.0,0.2525923186575043
39,0.016970222563510065,0.27246227430173875,0.11641894228188804,0.47373020937707305,0.0,0.06901018993724206
40,0.02605030732980451,0.6220900668829463,0.1368673352948968,0.7081909673772765,0.0,4.334347889748622
41,0.0074439443502019795,0.2593057389159116,0.21566235453891408,0.3889712488066507,0.0,1.2327383591554668
42,0.014775900592755513,0.3375332114649626,0.08538137696588888,0.44456447425052464,0.0,0.3073097515120745
43,0.02529834379392044,0.6159051649189919,0.18241449116859615,0.7167578485345147,0.0,4.698396490131163
44,0.004541020021270527,0.24167541161389122,0.12950325438659743,0.3303361754215921,0.0,2.878581337057277
45,0.029258890014149656,0.1260412408405932,0.08155588755242404,0.5754287214721775,0.0,0.568949202292733
46,0.00109230094266137,0.2723745512219897,0.13332874380006227,0.29108534874973613,0.0,4.364533150701939
47,0.01503229722124651,0.10570264831388126,0.21948009625114112,0.4753323588379201,0.0,0.060849252050113975
48,0.010409963015528635,0.28117615341439056,0.19255611745800333,0.4214716245221393,0.0,0.616670575519187
49,0.0209382561500002,0.5090935150413731,0.07074035581566028,0.5515130324524637,0.0,0.2653592512448583
50,0.012408194552399068,0.6176350946092672,0.12547133149788656,0.4785055847473533,0.0,0.04620098870532122
51,0.02897487610805088,0.18570263144636603,0.13054955103258806,0.6061579419477049,0.0,1.126950863857228
52,0.011017506975153968,0.16915900563807001,0.2348969700544408,0.43521691016366376,0.0,0.4196848728742812
53,0.018347516402967067,0.672227002202762,0.16543052754263246,0.6177507706961459,0.0,1.3865243999536339
54,0.01284066356734296,0.27246227430173875,0.11072588086358975,0.4234788760063258,0.0,0.5855482417255264
55,0.012297191388672614,0.13301412351990827,0.1990019270918363,0.436921257985108,0.0,0.3978927694181301
56,0.022320854468310586,0.2593057389159116,0.07395341961069217,0.5155996820202999,0.0,0.024335007913446897
57,0.012256046688633261,0.41820488982743154,0.1730904357910178,0.453760345614181,0.0,0.21381056377199908
58,0.022925292454795805,0.4892519088681924,0.085617610322844,0.5788008316180602,0.0,0.6209571063697872
59,0.0228446493902223,0.13717797734004478,0.22518750298486517,0.5755753265042846,0.0,0.5711629976229216
60,0.029258890014149656,0.6883990691271289,0.08155588755242404,0.7779668848146203,0.0,7.726558905354439
61,0.024679924463800622,0.6103570136025331,0.13332874380006227,0.6775052723948113,0.0,3.1508121727956153
62,0.027308426283510615,0.23383757471455527,0.10820605073221354,0.5834290917330772,0.0,0.6960413347406214
63,0.01883053231193608,0.28117615341439056,0.24230965460922843,0.5501251698530342,0.0,0.25125326527955255
64,0.015190352268925296,0.3626231680615839,0.13510081462567186,0.4710355744404715,0.0,0.08389379479934676
65,0.02134569608409979,0.23558351186630747,0.12547133149788656,0.5236530151195874,0.0,0.05594651242474299
66,0.014888620183151596,0.10071788423094657,0.1458326860051189,0.4463886929300717,0.0,0.2874172245746142
67,0.02377697491246683,0.13683912721344538,0.1708704520353992,0.5608177944431743,0.0,0.36988041209321976
68,0.01888864457361402,0.50505183879822,0.1417340853692446,0.5523802272842309,0.0,0.27436882103476834
69,0.022413511940944774,0.45363026756153557,0.07301771907004082,0.5560716417346857,0.0,0.3144029006822948
70,0.01282341485312622,0.13301412351990827,0.1292159249809029,0.4193680126624882,0.0,0.6501517381996665
71,0.022320854468310586,0.4595189340555166,0.059061765232643615,0.5505209681444735,0.0,0.2552368222254905
72,0.014177889811321304,0.3779678008368533,0.09438004192495433,0.4458191922476309,0.0,0.29355599286991807
73,0.02408274523608596,0.362031611276656,0.13744156261922164,0.5846780409416187,0.0,0.717037061771045
74,0.02841604773104868,0.20749632511063923,0.07581469525434573,0.5750310761087374,0.0,0.5629662382035142
75,0.014161792484255833,0.18312920217230452,0.1555245156534681,0.44697666888099397,0.0,0.28114736429557535
76,0.024128936555413094,0.33935014987087825,0.13332874380006227,0.5783266090409204,0.0,0.6135057683849189
77,0.01920576973541747,0.10570264831388126,0.10326515135468792,0.47735208152110636,0.0,0.051292821142661184
78,0.02528049800456742,0.22336167982386984,0.24230965460922843,0.626331243483557,0.0,1.5959583080101751
79,0.014500681887347364,0.20687177413878893,0.13510081462567186,0.44541890783727345,0.0,0.297909562167605
80,0.016808997843846422,0.3316491024722912,0.12547133149788656,0.4831162900622836,0.0,0.028505966126094264
81,0.02566379782653937,0.406672534372515,0.19654280370045205,0.6467128065788698,0.0,2.152464761424885
82,0.02671941651461057,0.35391645014357465,0.10495821501664294,0.5994312735641052,0.0,0.9886578162579924
83,0.027845855524857216,0.6541817001676491,0.12931719333211647,0.7547373520719453,0.0,6.48911185406262
84,0.022405478201864813,0.4718285256029675,0.09116317143001401,0.5691489511823523,0.0,0.47815774496193436
85,0.004171388460410458,0.5255676338633148,0.21929792915608845,0.35969486959303143,0.0,1.9685529618516457
86,0.022320854468310586,0.2593057389159116,0.10519340377000132,0.5292417601921213,0.0,0.08550805391335313
87,0.01990606726092409,0.41820488982743154,0.14027287324999238,0.5443254537081423,0.0,0.19647458464326692
88,0.009853163344277771,0.6849483711503663,0.06538543246329526,0.4352651166516855,0.0,0.4190605122119887
89,0.027052996744934405,0.5496334307452782,0.20127205513682928,0.7216602429651449,0.0,4.913326331136705
90,0.02057127031348312,0.1396659070070742,0.11370363268553668,0.4990902305501376,0.0,8.276804519028872e-05
91,0.02057127031348312,0.1396659070070742,0.11370363268553668,0.4990902305501376,0.0,8.276804519028872e-05
92,0.02067127031348312,0.1396659070070742,0.11370363268553668,0.5001811771693364,0.0,3.2825166688754397e-06
93,0.02057127031348312,0.1397659070070742,0.11370363268553668,0.49909916957472966,0.0,8.114954550927381e-05
94,0.02057127031348312,0.1396659070070742,0.11380363268553668,0.49913289743265815,0.0,7.518668622908252e-05
95,0.09,0.15585090381722505,0.1895172222975965,1.3504605580465934,0.0,72.32831607929232
96,0.02751414328213481,0.14128440668808928,0.12128499164674267,0.5788656588575292,0.0,0.6219792147032168
97,0.02126555761034829,0.13982775697517572,0.11446176858165728,0.5070090911561324,0.0,0.004912735883497275
98,0.020640699043169636,0.13968209200388437,0.11377944627514874,0.4998815239295612,0.0,1.4036579266619483e-06
